#Feeder,Feeder ID,Type,Nozzle,X,Y,Angle,Footprint,Value,Pick height,Pick delay,Placement height,Placement delay,Vacuum detection,Vacuum value,Vision alignment,Speed,
stack,12,0,1,411.06,303.85,90.00,0805,0805/10uF,1.50,100,1.50,100,No,-40,1,70,4,50,80,No,No,
stack,13,0,1,411.49,325.33,90.00,0805,0805/LED_RED,1.50,100,1.00,100,No,-40,1,70,4,50,80,No,No,
stack,3,0,1,411.41,119.10,90.00,0805,0805/1k,1.50,100,1.00,100,No,-40,1,70,4,50,80,No,No,
pcb,Manual,Lock,100,100,350,150,Front,10,10,0,
mark,Whole,Auto,139.2,25.23,101.2,60.03,91.2,48.83,139.2,60.23,
markext,0,0.8,3,1,0,
markext,1,0.8,3,1,0,
markext,2,0.8,3,1,0,
markext,3,0.8,3,1,0,
test,No
mirror_create,1,1,79.0,24.43,0,0,0,0,0.0
mirror,80.6,50.03,0.0,No,
#Chip,Feeder ID,Nozzle,Name,Value,Footprint,X,Y,Rotation,Skip
comp,13,1,D115,LED_RED,0805,130.7,46.27,90.0,No,
comp,13,2,D116,LED_RED,0805,130.7,42.47,90.0,No,
comp,13,1,D117,LED_RED,0805,130.7,38.47,90.0,No,
comp,13,2,D118,LED_RED,0805,130.7,34.53,90.0,No,
comp,13,1,D119,LED_RED,0805,130.7,30.52,90.0,No,
comp,13,2,D120,LED_RED,0805,132.9,26.49,90.0,No,
comp,13,1,D121,LED_RED,0805,137.4,58.35,-90.0,No,
comp,13,2,D122,LED_RED,0805,133.0,50.43,-90.0,No,
comp,13,1,D123,LED_RED,0805,132.9,46.23,-90.0,No,
comp,13,2,D124,LED_RED,0805,132.9,42.39,-90.0,No,
comp,13,1,D125,LED_RED,0805,132.9,38.44,-90.0,No,
comp,13,2,D126,LED_RED,0805,132.9,34.49,-90.0,No,
comp,13,1,D127,LED_RED,0805,132.9,30.49,-90.0,No,
comp,13,2,D128,LED_RED,0805,130.7,26.43,-90.0,No,
comp,13,1,D129,LED_RED,0805,135.2,54.27,90.0,No,
comp,13,2,D130,LED_RED,0805,135.2,50.43,90.0,No,
comp,13,1,D131,LED_RED,0805,135.1,46.27,90.0,No,
comp,13,2,D132,LED_RED,0805,135.1,42.47,90.0,No,
comp,13,1,D133,LED_RED,0805,135.1,38.47,90.0,No,
comp,13,2,D134,LED_RED,0805,135.1,34.52,90.0,No,
comp,13,1,D135,LED_RED,0805,135.1,30.48,90.0,No,
comp,13,2,D136,LED_RED,0805,137.2,26.43,90.0,No,
comp,13,1,D137,LED_RED,0805,137.4,54.19,-90.0,No,
comp,13,2,D138,LED_RED,0805,137.4,50.37,-90.0,No,
comp,13,1,D139,LED_RED,0805,137.3,46.23,-90.0,No,
comp,13,2,D140,LED_RED,0805,137.3,42.49,-90.0,No,
comp,13,1,D141,LED_RED,0805,137.3,38.43,-90.0,No,
comp,13,2,D142,LED_RED,0805,137.3,34.49,-90.0,No,
comp,13,1,D143,LED_RED,0805,137.35,30.47,-90.0,No,
comp,13,2,D144,LED_RED,0805,135.1,26.43,-90.0,No,
comp,3,1,R1,1k,0805,98.6,53.43,180.0,No,
comp,3,2,R2,1k,0805,98.8,56.83,180.0,No,
comp,3,1,R3,1k,0805,98.6,41.43,180.0,No,
comp,3,2,R4,1k,0805,98.6,49.63,180.0,No,
comp,3,1,R5,1k,0805,98.89,26.03,180.0,No,
comp,3,2,R6,1k,0805,98.8,33.23,180.0,No,
comp,3,1,R7,1k,0805,98.69,37.43,0.0,No,
comp,3,2,R8,1k,0805,98.6,45.43,0.0,No,
comp,3,1,R9,1k,0805,98.8,29.43,0.0,No,
comp,1,1,U1,ATtiny806-S,,88.0,31.63,0.0,No,
comp,1,4,U2,AMS1117-3.3,SOT-223,85.2,46.43,-90.0,No,

